78	104
78	109
78	122
78	127
79	11
79	15
79	32
79	51
79	61
79	63
79	93
79	98
79	102
79	107
79	116
79	117
79	120
79	122
79	123
79	124
79	126
79	127
79	128
80	10
80	21
80	25
80	26
80	33
80	37
80	43
80	44
80	46
80	55
80	62
80	67
80	71
80	75
80	78
80	85
80	88
80	121
80	123
81	52
81	83
81	90
81	91
81	107
81	110
81	113
81	115
81	118
81	119
81	120
81	121
81	122
81	123
81	124
81	126
81	127
81	128
82	5
82	7
82	87
82	90
82	91
82	93
82	99
82	106
82	110
82	115
82	116
82	119
82	122
82	123
82	124
82	125
82	126
82	127
82	128
83	12
83	24
83	27
83	38
83	54
83	76
83	81
83	87
83	96
83	114
83	116
83	117
83	119
83	120
83	121
83	123
83	125
83	126
83	127
83	128
84	2
84	16
84	36
84	50
84	64
84	65
84	73
84	89
84	94
84	95
84	97
84	103
84	105
84	106
84	107
84	108
84	111
84	112
84	122
84	127
85	9
85	22
85	25
85	27
85	29
85	37
85	46
85	51
85	55
85	56
85	67
85	71
85	74
85	78
85	80
85	86
85	88
85	102
85	104
85	109
86	5
86	15
86	34
86	54
86	85
86	91
86	92
86	98
86	99
86	100
86	114
86	115
86	116
86	118
86	120
86	121
86	124
86	125
86	127
86	128
87	1
87	3
87	24
87	52
87	64
87	82
87	83
87	90
87	101
87	102
87	104
87	114
87	115
87	117
87	120
87	121
87	124
87	125
87	126
87	127
87	128
88	9
88	19
88	25
88	26
88	33
88	39
88	44
88	51
88	57
88	62
88	67
88	71
88	74
88	75
88	78
88	80
88	85
88	104
88	109
88	121
88	124
89	6
89	13
89	17
89	35
89	42
89	50
89	54
89	64
89	66
89	68
89	70
89	72
89	84
89	94
89	96
89	97
89	103
89	105
89	107
89	108
89	112
90	30
90	42
90	52
90	76
90	81
90	82
90	87
90	91
90	99
90	111
90	114
90	116
90	117
90	120
90	121
90	122
90	123
90	124
90	125
90	126
90	127
90	128
91	30
91	45
91	48
91	65
91	76
91	77
91	81
91	82
91	86
91	90
91	93
91	98
91	113
91	114
91	115
91	118
91	119
91	121
91	122
91	123
91	125
91	128
92	8
92	26
92	34
92	40
92	45
92	48
92	66
92	86
92	97
92	98
92	99
92	100
92	102
92	110
92	113
92	117
92	118
92	119
92	121
92	125
92	126
92	128
93	4
93	12
93	28
93	45
93	52
93	54
93	61
93	77
93	79
93	82
93	91
93	110
93	113
93	115
93	116
93	117
93	119
93	121
93	122
93	124
93	125
93	127
94	13
94	17
94	31
94	36
94	50
94	61
94	65
94	70
94	72
94	73
94	84
94	89
94	95
94	96
94	97
94	98
94	103
94	105
94	106
94	107
94	108
94	111
94	112
94	128
95	16
95	17
95	31
95	35
95	36
95	42
95	50
95	64
95	68
95	70
95	73
95	84
95	94
95	96
95	97
95	103
95	105
95	106
95	107
95	108
95	111
95	112
95	114
95	122
96	2
96	14
96	16
96	35
96	53
96	59
96	64
96	68
96	70
96	72
96	73
96	83
96	89
96	94
96	95
96	97
96	103
96	105
96	106
96	107
96	108
96	111
96	112
96	124
97	2
97	13
97	17
97	24
97	35
97	41
97	42
97	64
97	65
97	72
97	73
97	84
97	89
97	92
97	94
97	95
97	96
97	98
97	105
97	106
97	107
97	108
97	111
97	112
98	32
98	33
98	40
98	49
98	76
98	77
98	79
98	86
98	91
98	92
98	94
98	97
98	100
98	102
98	110
98	116
98	117
98	119
98	121
98	123
98	124
98	125
98	126
98	127
98	128
99	1
99	24
99	40
99	43
99	46
99	52
99	54
99	69
99	77
99	82
99	86
99	90
99	92
99	102
99	113
99	115
99	116
99	117
99	118
99	119
99	121
99	123
99	124
99	125
99	128
100	21
100	38
100	40
100	45
100	49
100	60
100	61
100	77
100	86
100	92
100	98
100	101
100	114
100	115
100	116
100	117
100	119
100	120
100	121
100	122
100	123
100	124
100	126
100	127
100	128
101	3
101	15
101	18
101	34
101	40
101	44
101	45
101	49
101	52
101	54
101	60
101	87
101	100
101	102
101	110
101	113
101	114
101	116
101	120
101	121
101	122
101	123
101	124
101	125
101	127
102	3
102	6
102	38
102	52
102	61
102	69
102	70
102	79
102	85
102	87
102	92
102	98
102	99
102	101
102	110
102	113
102	114
102	115
102	117
102	118
102	119
102	121
102	123
102	126
102	127
102	128
103	13
103	16
103	31
103	36
103	41
103	53
103	59
103	65
103	68
103	70
103	72
103	73
103	76
103	84
103	89
103	94
103	95
103	96
103	105
103	106
103	107
103	108
103	111
103	112
103	115
103	128
104	10
104	19
104	22
104	25
104	26
104	27
104	29
104	33
104	37
104	39
104	43
104	46
104	47
104	51
104	52
104	58
104	62
104	71
104	74
104	75
104	78
104	85
104	87
104	88
104	109
104	125
105	2
105	6
105	13
105	16
105	17
105	31
105	41
105	42
105	50
105	59
105	64
105	70
105	72
105	73
105	84
105	89
105	94
105	95
105	96
105	97
105	103
105	106
105	107
105	111
105	112
105	118
105	124
106	2
106	16
106	17
106	41
106	42
106	50
106	53
106	59
106	63
106	64
106	65
106	68
106	70
106	72
106	73
106	82
106	84
106	94
106	95
106	96
106	97
106	103
106	105
106	107
106	108
106	111
106	112
107	2
107	6
107	13
107	16
107	17
107	31
107	36
107	42
107	50
107	59
107	64
107	65
107	70
107	72
107	79
107	81
107	84
107	89
107	94
107	95
107	96
107	97
107	103
107	105
107	106
107	108
107	111
107	112
108	6
108	16
108	17
108	31
108	38
108	41
108	48
108	50
108	53
108	59
108	64
108	65
108	68
108	70
108	72
108	73
108	76
108	84
108	89
108	94
108	95
108	96
108	97
108	103
108	106
108	107
108	111
108	112
109	9
109	10
109	19
109	21
109	22
109	25
109	26
109	27
109	37
109	39
109	43
109	46
109	47
109	51
109	55
109	56
109	57
109	58
109	61
109	62
109	67
109	71
109	74
109	75
109	77
109	78
109	85
109	88
109	104
109	115
110	11
110	14
110	38
110	40
110	48
110	61
110	66
110	67
110	81
110	82
110	92
110	93
110	98
110	101
110	102
110	112
110	113
110	114
110	115
110	116
110	117
110	118
110	119
110	120
110	121
110	123
110	124
110	125
110	127
110	128
111	2
111	6
111	17
111	31
111	35
111	36
111	41
111	42
111	50
111	53
111	59
111	64
111	65
111	68
111	70
111	72
111	73
111	84
111	90
111	94
111	95
111	96
111	97
111	103
111	105
111	106
111	107
111	108
111	112
111	124
111	128
112	1
112	2
112	6
112	13
112	16
112	17
112	31
112	35
112	36
112	41
112	42
112	50
112	53
112	59
112	64
112	65
112	70
112	72
112	73
112	84
112	89
112	94
112	95
112	96
112	97
112	103
112	105
112	106
112	107
112	108
112	110
112	111
112	113
113	1
113	3
113	5
113	11
113	16
113	18
113	34
113	63
113	66
113	75
113	76
113	77
113	81
113	91
113	92
113	93
113	99
113	101
113	102
113	110
113	112
113	114
113	115
113	116
113	118
113	120
113	121
113	122
113	123
113	124
113	125
113	126
113	127
113	128
114	3
114	13
114	23
114	28
114	40
114	54
114	58
114	61
114	63
114	66
114	69
114	83
114	86
114	87
114	90
114	91
114	95
114	100
114	101
114	102
114	110
114	113
114	115
114	116
114	117
114	118
114	120
114	121
114	123
114	125
114	126
114	127
114	128
115	8
115	12
115	14
115	20
115	23
115	30
115	38
115	48
115	49
115	66
115	74
115	76
115	77
115	81
115	82
115	86
115	87
115	91
115	93
115	99
115	100
115	102
115	103
115	109
115	110
115	113
115	114
115	116
115	117
115	118
115	119
115	122
115	124
115	125
115	126
115	127
115	128
116	8
116	9
116	25
116	32
116	34
116	38
116	40
116	48
116	57
116	61
116	63
116	66
116	79
116	82
116	83
116	86
116	90
116	93
116	98
116	99
116	100
116	101
116	110
116	113
116	114
116	115
116	118
116	119
116	120
116	121
116	122
116	123
116	124
116	125
116	126
116	127
117	4
117	5
117	23
117	24
117	28
117	32
117	38
117	40
117	45
117	56
117	60
117	63
117	69
117	70
117	76
117	77
117	79
117	83
117	87
117	90
117	92
117	93
117	98
117	99
117	100
117	102
117	110
117	114
117	115
117	120
117	121
117	122
117	123
117	124
117	125
117	126
117	128
118	11
118	14
118	15
118	18
118	20
118	23
118	48
118	49
118	51
118	53
118	54
118	60
118	61
118	63
118	66
118	69
118	76
118	77
118	81
118	86
118	91
118	92
118	99
118	102
118	105
118	110
118	113
118	114
118	115
118	116
118	119
118	120
118	122
118	124
118	125
118	126
118	127
118	128
119	1
119	4
119	12
119	23
119	29
119	32
119	34
119	36
119	40
119	45
119	48
119	49
119	54
119	66
119	67
119	76
119	81
119	82
119	83
119	91
119	92
119	93
119	98
119	99
119	100
119	102
119	110
119	115
119	116
119	118
119	120
119	122
119	123
119	124
119	125
119	126
119	127
119	128
120	1
120	3
120	4
120	7
120	18
120	22
120	23
120	30
120	31
120	38
120	44
120	45
120	49
120	52
120	60
120	61
120	62
120	69
120	79
120	81
120	83
120	86
120	87
120	90
120	100
120	101
120	110
120	113
120	114
120	116
120	117
120	118
120	119
120	121
120	123
120	125
120	126
120	127
120	128
121	4
121	14
121	15
121	19
121	20
121	28
121	34
121	41
121	48
121	61
121	63
121	69
121	77
121	80
121	81
121	83
121	86
121	87
121	88
121	90
121	91
121	92
121	93
121	98
121	99
121	100
121	101
121	102
121	110
121	113
121	114
121	116
121	117
121	120
121	122
121	124
121	125
121	126
121	127
121	128
122	5
122	7
122	8
122	12
122	14
122	15
122	18
122	28
122	30
122	34
122	38
122	52
122	63
122	66
122	69
122	76
122	77
122	78
122	79
122	81
122	82
122	84
122	90
122	91
122	93
122	95
122	100
122	101
122	113
122	115
122	116
122	117
122	118
122	119
122	121
122	124
122	125
122	126
122	127
122	128
123	3
123	5
123	12
123	18
123	20
123	21
123	24
123	38
123	41
123	45
123	48
123	49
123	54
123	60
123	61
123	63
123	76
123	77
123	79
123	80
123	81
123	82
123	83
123	90
123	91
123	98
123	99
123	100
123	101
123	102
123	110
123	113
123	114
123	116
123	117
123	119
123	120
123	124
123	125
123	126
123	127
124	4
124	8
124	11
124	12
124	18
124	30
124	32
124	34
124	38
124	48
124	49
124	52
124	61
124	63
124	66
124	76
124	79
124	81
124	82
124	86
124	87
124	88
124	90
124	93
124	96
124	98
124	99
124	100
124	101
124	105
124	110
124	111
124	113
124	115
124	116
124	117
124	118
124	119
124	121
124	122
124	123
124	125
124	128
125	5
125	7
125	11
125	12
125	15
125	18
125	20
125	28
125	30
125	52
125	54
125	60
125	61
125	63
125	73
125	76
125	77
125	82
125	83
125	86
125	87
125	90
125	91
125	92
125	93
125	98
125	99
125	101
125	104
125	110
125	113
125	114
125	115
125	116
125	117
125	118
125	119
125	120
125	121
125	122
125	123
125	124
125	126
125	128
126	1
126	7
126	11
126	14
126	18
126	24
126	28
126	30
126	38
126	39
126	40
126	45
126	49
126	53
126	60
126	63
126	66
126	69
126	72
126	76
126	77
126	79
126	81
126	82
126	83
126	87
126	90
126	92
126	98
126	100
126	102
126	113
126	114
126	115
126	116
126	117
126	118
126	119
126	120
126	121
126	122
126	123
126	125
126	127
126	128
127	4
127	7
127	11
127	12
127	18
127	24
127	28
127	30
127	32
127	34
127	35
127	45
127	47
127	52
127	54
127	60
127	63
127	69
127	77
127	78
127	79
127	81
127	82
127	83
127	84
127	86
127	87
127	90
127	93
127	98
127	100
127	101
127	102
127	110
127	113
127	114
127	115
127	116
127	118
127	119
127	120
127	121
127	122
127	123
127	126
127	128
128	4
128	5
128	7
128	11
128	14
128	15
128	24
128	32
128	40
128	48
128	49
128	54
128	60
128	68
128	69
128	75
128	76
128	79
128	81
128	82
128	83
128	86
128	87
128	90
128	91
128	92
128	94
128	98
128	99
128	100
128	102
128	103
128	110
128	111
128	113
128	114
128	115
128	117
128	118
128	119
128	120
128	121
128	122
128	124
128	125
128	126
128	127
